_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
228,21 Lesmount Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.340391, 43.690467)}",30,Weekdays from 7 AM - 9 PM,710,Lesmount Ave SB ,40,2019-01-03T14:00:00,46.0,14
229,93 Strathmore Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.336647, 43.681352)}",20,Weekdays from 7 AM - 9 PM,715,Stratmore Blvd EB ,30,2019-04-03T08:00:00,36.0,14
230,129 Durant Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.329685, 43.693855)}",5,Weekdays from 7 AM - 9 PM,747,Cosburn Ave WB ,40,2019-11-21T14:00:00,46.0,14
231,501 Cosburn Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.331879, 43.693257)}",5,Weekdays from 7 AM - 9 PM,804,Cosburn Ave EB ,40,2019-11-21T14:00:00,46.0,14
232,555 Mortimer Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.328029, 43.68927)}",20,Weekdays from 7 AM - 9 PM,854,Durant Ave NB ,30,2019-12-02T14:00:00,36.0,14
233,845 Coxwell Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.32693, 43.691306)}",5,Weekdays from 7 AM - 9 PM,860,Coxwell Ave SB ,40,2019-12-05T14:00:00,46.0,14
234,520 Cosburn Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.330745, 43.694763)}",20,Weekdays from 7 AM - 9 PM,866,Durant Ave SB ,30,2019-11-28T10:00:00,36.0,14
235,13 Coatsworth Crescent,NB,,41,"{u'type': u'Point', u'coordinates': (-79.321861, 43.679049)}",5,Weekdays from 7 AM - 9 PM,914,Coxwell Ave NB ,40,2020-01-15T10:00:00,46.0,14
236,594 Coxwell Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.32251, 43.680547)}",5,Weekdays from 7 AM - 9 PM,939,Coxwell Ave SB ,40,2020-01-21T09:00:00,46.0,14
237,910 Dundas Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.349841, 43.662805)}",5,Weekdays from 7 AM - 9 PM,951,Dundas St WB ,40,2020-01-15T12:00:00,46.0,14
238,36 Plains Road,WB,,31,"{u'type': u'Point', u'coordinates': (-79.331866, 43.695311)}",20,Weekdays from 7 AM - 9 PM,983,Plains Ave WB ,30,2020-01-15T10:00:00,36.0,14
239,245 Riverdale Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.342871, 43.670906)}",20,Weekdays from 7 AM - 9 PM,1929,Riverdale Ave EB ,30,2020-02-20T10:00:00,36.0,14
240,932 Dundas Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.348912, 43.663121)}",5,Weekdays from 7 AM - 9 PM,1955,Dundas St E WB ,40,2020-03-02T12:00:00,46.0,14
241,323 Jones Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.336518, 43.671397)}",5,Weekdays from 7 AM - 9 PM,1964,Jones Ave NB ,40,2020-02-21T14:00:00,46.0,14
242,220 Langley Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.342405, 43.670148)}",5,Weekdays from 7 AM - 9 PM,1992,Langley Ave WB ,40,2020-02-18T11:00:00,46.0,14
243,210 Langley Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.342879, 43.669923)}",5,Weekdays from 7 AM - 9 PM,2026,Langley Ave EB ,40,2020-02-18T10:00:00,46.0,14
244,260 Riverdale Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.342517, 43.671173)}",20,Weekdays from 7 AM - 9 PM,2043,Riverdale Ave WB ,30,2020-02-19T09:00:00,36.0,14
245,42 Keewatin Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.398038, 43.712579)}",20,Weekdays from 7 AM - 9 PM,94,Keewatin Ave EB ,30,2017-11-30T15:00:00,36.0,15
246,396 Belsize Drive,WB,,31,"{u'type': u'Point', u'coordinates': (-79.376252, 43.704903)}",20,Weekdays from 7 AM - 9 PM,160,Belsize Dr WB ,30,2019-01-03T15:00:00,36.0,15
247,3 Portsmith Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.370873, 43.753903)}",30,Weekdays from 7 AM - 9 PM,169,Banbury Rd SB ,40,2019-03-20T07:00:00,46.0,15
248,341 Banbury Road,NB,2020-01-20T15:00:00,41,"{u'type': u'Point', u'coordinates': (-79.370695, 43.754006)}",30,Weekdays from 7 AM - 9 PM,248,Banbury Rd NB ,40,2019-03-20T07:00:00,46.0,15
249,33 Erskine Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.398131, 43.711185)}",20,Weekdays from 7 AM - 9 PM,267,Erskine Ave EB ,30,2017-11-30T16:00:00,36.0,15
250,194 Keewatin Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.393336945, 43.7135894101)}",20,Weekdays from 7 AM - 9 PM,350,Keewatin Ave WB ,30,2017-11-30T15:00:00,36.0,15
251,303 Blythwood Road ,EB,,41,"{u'type': u'Point', u'coordinates': (-79.3908789822, 43.7185310166)}",30,Weekdays from 7 AM - 9 PM,366,Blythwood Rd EB ,40,2017-01-12T11:00:00,46.0,15
252,28 Broadway Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.397357, 43.709914)}",20,Weekdays from 7 AM - 9 PM,416,Broadway Ave WB ,30,2019-03-20T06:00:00,36.0,15
253,1 Versailles Court,EB,2020-02-07T17:00:00,61,"{u'type': u'Point', u'coordinates': (-79.375956, 43.750273)}",30,Weekdays from 7 AM - 9 PM,451,York Mills Rd EB ,60,2019-04-12T06:00:00,66.0,15
254,378 Banbury Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.371364, 43.756183)}",30,Weekdays from 7 AM - 9 PM,509,Banbury Rd SB ,40,2019-03-08T08:00:00,46.0,15
255,181 Cleveland Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.377696, 43.705672)}",20,Weekdays from 7 AM - 9 PM,528,Cheston Rd SB ,30,2019-01-03T14:00:00,36.0,15
256,64 Erskine Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.396541, 43.711757)}",20,Weekdays from 7 AM - 9 PM,540,Erskine Ave WB ,30,2017-11-30T15:00:00,36.0,15
257,doris,WB,,31,"{u'type': u'Point', u'coordinates': (-79.3812274167, 43.7174366325)}",20,Weekdays from 7 AM - 9 PM,581,Mimico Ave WB ,30,2019-03-20T07:00:00,36.0,15
258,301 Banbury Road,WB,,61,"{u'type': u'Point', u'coordinates': (-79.37079, 43.751548)}",30,Weekdays from 7 AM - 9 PM,604,York Mills Rd WB ,60,2019-04-12T08:00:00,66.0,15
259,502 Blythwood Road ,WB,,41,"{u'type': u'Point', u'coordinates': (-79.3853321739, 43.7198530928)}",30,Weekdays from 7 AM - 9 PM,608,Blythwood Rd WB ,40,2017-01-12T11:00:00,46.0,15
260,837 Millwood Road  ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3671794386, 43.7048113786)}",30,Weekdays from 7 AM - 9 PM,708,Millwood ,40,2016-01-01T10:00:00,46.0,15
261,135 Overlea Boulevard,EB,,51,"{u'type': u'Point', u'coordinates': (-79.336226, 43.709216)}",30,Weekdays from 7 AM - 9 PM,874,Overlea Blvd EB ,50,2019-12-09T14:00:00,56.0,15
262,15 Underhill Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.325313, 43.742408)}",30,Weekdays from 7 AM - 9 PM,123,Underhill Dr NB ,40,2018-10-25T10:00:00,46.0,16
263,4 Rustywood Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.320933, 43.751851)}",5,Weekdays from 7 AM - 9 PM,212,Avonwick Gt NB ,40,2018-01-26T12:00:00,46.0,16
264,27 Roanoke Road,EB,,41,"{u'type': u'Point', u'coordinates': (-79.32569, 43.741762)}",30,Weekdays from 7 AM - 9 PM,522,Roanoke Rd EB ,40,2018-10-18T14:00:00,46.0,16
265,169 Grenoble Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.328337, 43.712468)}",5,Weekdays from 7 AM - 9 PM,567,Grenoble Dr WB ,40,2017-05-26T12:00:00,46.0,16
266,48 Grenoble Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.331486, 43.716434)}",30,Weekdays from 7 AM - 9 PM,647,Grenoble Dr WB ,40,2017-05-26T12:00:00,46.0,16
267,16 Gateway Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.332705, 43.710406)}",30,Weekdays from 7 AM - 9 PM,667,Gateway Blvd EB ,40,2017-05-26T12:00:00,46.0,16
268,703 Don Mills Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.333634, 43.708044)}",30,Weekdays from 7 AM - 9 PM,876,Don Mills Rd NB ,50,2019-12-10T15:00:00,56.0,16
269,14 Gateway Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.332874, 43.710487)}",5,Weekdays from 7 AM - 9 PM,879,Gateway Blvd WB ,40,2019-12-11T13:00:00,46.0,16
270,1342 York Mills Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.320141, 43.762526)}",5,Weekdays from 7 AM - 9 PM,1966,York Mills Rd WB ,40,2020-02-25T10:00:00,46.0,16
271,49 Ranchdale Crescent,NB,,41,"{u'type': u'Point', u'coordinates': (-79.322201, 43.751879)}",5,Weekdays from 7 AM - 9 PM,1983,Ranchdale Cres NB ,40,2020-02-24T12:00:00,46.0,16
272,30 Roywood Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.323752, 43.764561)}",5,Weekdays from 7 AM - 9 PM,2009,Roywood Dr SB ,40,2020-02-25T12:00:00,46.0,16
273,108 Van Horne Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.358544, 43.785459)}",5,Weekdays from 7 AM - 9 PM,68,Van Horne Ave WB ,40,2019-07-24T07:00:00,46.0,17
274,63 Van Horne Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.360229, 43.785002)}",5,Weekdays from 7 AM - 9 PM,69,Van Horne Ave EB ,40,2019-07-24T07:00:00,46.0,17
275,7 Snowcrest Avenue,SB,2020-02-24T23:00:00,41,"{u'type': u'Point', u'coordinates': (-79.387372, 43.792925)}",30,Weekdays from 7 AM - 9 PM,104,Snowcrest Ave SB ,40,2019-01-01T00:00:00,46.0,17
276,172 Old Sheppard Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.327683, 43.779968)}",30,Weekdays from 7 AM - 9 PM,114,Old Sheppard Ave EB ,40,2018-11-21T15:00:00,46.0,17
277,604 Van Horne Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.332991, 43.788514)}",5,Weekdays from 7 AM - 9 PM,180,Van Horne Ave WB ,40,2019-07-24T10:00:00,46.0,17
278,172 Brian Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.334746, 43.787179)}",5,Weekdays from 7 AM - 9 PM,213,Brian Dr SB ,40,2019-07-24T12:00:00,46.0,17
279,10 Snowcrest Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.38674, 43.792513)}",30,Weekdays from 7 AM - 9 PM,280,Snowcrest Ave NB ,40,2018-01-22T08:00:00,46.0,17
280,7 Bunty Lane,NB,,41,"{u'type': u'Point', u'coordinates': (-79.385468, 43.77458)}",30,Weekdays from 7 AM - 9 PM,290,Bunty Ln NB ,40,2018-10-18T08:00:00,46.0,17
281,561 Van Horne Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.336405, 43.787672)}",5,Weekdays from 7 AM - 9 PM,299,Van Horne Ave EB ,40,2019-07-24T11:00:00,46.0,17
282,312 Seneca Hill Drive,EB,,61,"{u'type': u'Point', u'coordinates': (-79.356609, 43.790593)}",30,Weekdays from 7 AM - 9 PM,301,Seneca Hill Dr EB ,60,2019-03-11T08:00:00,66.0,17
283,110 Pineway Boulevard,SB,,41,"{u'type': u'Point', u'coordinates': (-79.373896, 43.796968)}",30,Weekdays from 7 AM - 9 PM,337,Pineway Blvd SB ,40,2019-03-11T08:00:00,46.0,17
284,164 Cherokee Boulevard ,SB,,41,"{u'type': u'Point', u'coordinates': (-79.3371011468, 43.7924072346)}",30,Weekdays from 7 AM - 9 PM,349,Cherokee Blvd SB ,40,2017-02-24T10:00:00,46.0,17
285,615 Seneca Hill Drive,SB,,61,"{u'type': u'Point', u'coordinates': (-79.3523, 43.790707)}",30,Weekdays from 7 AM - 9 PM,364,Don Mills Rd SB ,60,2019-03-11T08:00:00,66.0,17
286,45 Palomino Crescent,SB,,41,"{u'type': u'Point', u'coordinates': (-79.385869, 43.77722)}",30,Weekdays from 7 AM - 9 PM,490,Bunty Ln SB ,40,2018-10-16T14:00:00,46.0,17
287,93 Pineway Boulevard,NB,,41,"{u'type': u'Point', u'coordinates': (-79.374373, 43.795309)}",30,Weekdays from 7 AM - 9 PM,492,Pineway Blvd NB ,40,2019-03-11T08:00:00,46.0,17
288,2789 Victoria Park Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.32626, 43.781952)}",30,Weekdays from 7 AM - 9 PM,557,Victorial Park Ave SB ,50,2018-10-26T08:00:00,56.0,17
289,288 Van Horne Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.334473, 43.787029)}",5,Weekdays from 7 AM - 9 PM,598,Brian Dr NB ,40,2019-07-24T13:00:00,46.0,17
290,615 Seneca Hill Drive  ,EB,,41,"{u'type': u'Point', u'coordinates': (-79.3521215172, 43.7906840293)}",30,Weekdays from 7 AM - 9 PM,619,Seneca Hill Dr EB ,40,2016-11-10T13:00:00,46.0,17
291,669 Seneca Hill Drive ,SB,,41,"{u'type': u'Point', u'coordinates': (-79.3506784888, 43.7924962978)}",30,Weekdays from 7 AM - 9 PM,649,Seneca Hill Dr SB ,40,2016-11-10T13:00:00,46.0,17
292,4 Snowcrest Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.387414, 43.793015)}",5,Weekdays from 7 AM - 9 PM,1946,Snowcrest Ave SB ,40,2020-02-25T14:00:00,46.0,17
293,206 Doris Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.410598, 43.768863)}",30,Weekdays from 7 AM - 9 PM,13,Princess Ave NB ,40,2019-03-07T10:00:00,46.0,18
294,76 Maxome Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.40102, 43.789072)}",30,Weekdays from 7 AM - 9 PM,34,Maxome Ave SB ,40,2019-03-07T08:00:00,46.0,18
295,213 Churchill Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.42895, 43.769973)}",30,Weekdays from 7 AM - 9 PM,62,Churchill Ave EB ,40,2019-03-07T10:00:00,46.0,18
296,75 Cactus Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.433148, 43.789185)}",5,Weekdays from 7 AM - 9 PM,82,Cactus Ave NB ,40,2019-08-02T08:00:00,46.0,18
297,157 Avondale Avenue ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4012703152, 43.7600937109)}",30,Weekdays from 7 AM - 9 PM,135,Avondale ,40,2016-01-01T10:00:00,46.0,18
298,288 Pleasant Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.434271, 43.789577)}",5,Weekdays from 7 AM - 9 PM,140,Pleasant Ave WB ,40,2019-08-08T09:00:00,46.0,18
299,105 McKee Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.408447, 43.774175)}",30,Weekdays from 7 AM - 9 PM,223,McKee Ave WB ,40,2018-10-18T14:00:00,46.0,18
300,65 McKee Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.410792, 43.773567)}",30,Weekdays from 7 AM - 9 PM,270,McKee Ave EB ,40,2018-10-18T14:00:00,46.0,18
301,50 Hounslow Avenue  ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4169505091, 43.7756900469)}",30,Weekdays from 7 AM - 9 PM,302,Beecroft ,40,2016-01-01T00:00:00,46.0,18
302,246 Drewry Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.428871, 43.784541)}",30,Weekdays from 7 AM - 9 PM,306,Drewry Ave EB ,40,2018-02-05T14:00:00,46.0,18
303,111 Yorkview Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.434526, 43.772207)}",30,Weekdays from 7 AM - 9 PM,321,Yorkview DR WB ,40,2019-03-07T10:00:00,46.0,18
304,212 Drewry Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.427162, 43.785065)}",30,Weekdays from 7 AM - 9 PM,331,Drewry Ave WB ,40,2018-02-06T09:00:00,46.0,18
305,120 Cactus Avenue  ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4339557143, 43.791565)}",30,Weekdays from 7 AM - 9 PM,355,Cactus ,40,2016-01-01T00:00:00,46.0,18
306,304 Finch Avenue East,WB,,51,"{u'type': u'Point', u'coordinates': (-79.393511, 43.784719)}",30,Weekdays from 7 AM - 9 PM,358,Finch Ave E WB ,50,2019-04-03T09:00:00,56.0,18
307,84 Norton Avenue ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4091023655, 43.7731412963)}",30,Weekdays from 7 AM - 9 PM,402,Kenneth ,40,2016-01-01T00:00:00,46.0,18
308,321 Hollywood Avenue ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3945969792, 43.7694496762)}",30,Weekdays from 7 AM - 9 PM,422,Hollywood ,40,2016-01-01T00:00:00,46.0,18
309,194 Doris Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.410235, 43.768329)}",30,Weekdays from 7 AM - 9 PM,502,Princess Ave SB ,40,2019-03-12T06:00:00,46.0,18
310,40 Maxome Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.400328, 43.786434)}",30,Weekdays from 7 AM - 9 PM,513,Maxome Ave NB ,40,2019-03-07T08:00:00,46.0,18
311,257 Finch Avenue East,EB,,51,"{u'type': u'Point', u'coordinates': (-79.397247, 43.783736)}",30,Weekdays from 7 AM - 9 PM,570,Finch Ave E EB ,50,2019-04-03T09:00:00,56.0,18
312,224 Ellerslie Avenue  ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.4242353888, 43.7693683263)}",30,Weekdays from 7 AM - 9 PM,599,Ellerslie ,40,2016-01-01T00:00:00,46.0,18
313,226 Cameron Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.422069, 43.754731)}",20,Weekdays from 7 AM - 9 PM,771,Cameron Ave WB ,30,2019-04-11T06:00:00,36.0,18
314,211 Cameron Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.422778, 43.754408)}",20,Weekdays from 7 AM - 9 PM,794,Cameron Ave EB ,30,2019-04-11T06:00:00,36.0,18
315,159 Finch Avenue West,WB,,51,"{u'type': u'Point', u'coordinates': (-79.429203, 43.776564)}",30,Weekdays from 7 AM - 9 PM,810,Finch Ave W WB ,50,2019-11-19T11:00:00,56.0,18
316,156 Finch Avenue West,EB,,51,"{u'type': u'Point', u'coordinates': (-79.429334, 43.776825)}",30,Weekdays from 7 AM - 9 PM,846,Finch Ave W EB ,50,2019-11-15T10:00:00,56.0,18
317,194 Doris Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.410235, 43.768329)}",30,Weekdays from 7 AM - 9 PM,2034,Doris Ave SB ,40,2020-03-10T00:00:00,46.0,18
318,208 Doris Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.410669, 43.769058)}",30,Weekdays from 7 AM - 9 PM,2061,Doris Ave NB ,40,2020-03-10T00:00:00,46.0,18
319,156 Finch Avenue West,WB,,51,"{u'type': u'Point', u'coordinates': (-79.429334, 43.776825)}",30,Weekdays from 7 AM - 9 PM,2097,Finch Ave W WB ,50,2020-03-19T00:00:00,56.0,18
320,72 Lyall Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.293645, 43.681563)}",20,Weekdays from 7 AM - 9 PM,33,Lyall Ave EB ,30,2019-04-11T09:00:00,36.0,19
321,737 Kingston Road,EB,2020-02-27T05:00:00,41,"{u'type': u'Point', u'coordinates': (-79.2946227, 43.6795402)}",30,Weekdays from 7 AM - 9 PM,79,Kingston Rd EB ,40,2019-06-19T13:00:00,46.0,19
322,561 Coxwell Avenue,NB,2020-01-07T23:00:00,41,"{u'type': u'Point', u'coordinates': (-79.3216378412, 43.6787024675)}",30,Weekdays from 7 AM - 9 PM,107,Coxwell Ave NB ,40,2019-08-01T00:00:00,46.0,19
323,179 Wolverleigh Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.323058, 43.685153)}",20,Weekdays from 7 AM - 9 PM,194,Wolverleigh Blvd EB ,30,2019-04-10T10:00:00,36.0,19
324,351 Glebeholme Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.323251, 43.686059)}",20,Weekdays from 7 AM - 9 PM,230,Glebeholme Blvd EB ,30,2019-04-03T09:00:00,36.0,19
325,315 Wolverleigh Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.317147, 43.68649)}",20,Weekdays from 7 AM - 9 PM,377,Wolverleigh Blvd EB ,30,2019-03-11T07:00:00,36.0,19
326,136 Main Street,SB,,41,"{u'type': u'Point', u'coordinates': (-79.299939, 43.683148)}",30,Weekdays from 7 AM - 9 PM,465,Main St SB ,40,2018-11-21T15:00:00,46.0,19
327,280 Wolverleigh Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.319879, 43.685987)}",20,Weekdays from 7 AM - 9 PM,506,Wolverleigh Blvd WB ,30,2019-04-03T09:00:00,36.0,19
328,346 Wolverleigh Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.315286, 43.686967)}",20,Weekdays from 7 AM - 9 PM,526,Wolverleigh Blvd WB ,30,2019-03-11T08:00:00,36.0,19
329,490 Glebeholme Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.320118, 43.686839)}",20,Weekdays from 7 AM - 9 PM,569,Glebeholme Blvd WB ,30,2019-04-03T11:00:00,36.0,19
330,91 Main Street,WB,,31,"{u'type': u'Point', u'coordinates': (-79.299147, 43.681859)}",20,Weekdays from 7 AM - 9 PM,587,Swanwick WB ,30,2018-11-02T12:00:00,36.0,19
331,804 Kingston Road,WB,2020-03-29T23:00:00,41,"{u'type': u'Point', u'coordinates': (-79.293041, 43.680152)}",30,Weekdays from 7 AM - 9 PM,602,Kingston Rd WB ,40,2019-03-11T07:00:00,46.0,19
332,50 Swanwick Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.298642, 43.682461)}",20,Weekdays from 7 AM - 9 PM,652,Main St NB ,30,2019-03-20T10:00:00,36.0,19
333,390 Kingston Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.305682, 43.676037)}",30,Weekdays from 7 AM - 9 PM,678,Kingston Rd WB ,40,2019-04-03T09:00:00,46.0,19
334,39 Lyall Avenue,WB,2019-05-14T09:00:00,31,"{u'type': u'Point', u'coordinates': (-79.295539, 43.681014)}",20,Weekdays from 7 AM - 9 PM,683,Lyall Ave WB ,30,2019-04-11T09:00:00,36.0,19
335,347 Kingston Road,EB,,41,"{u'type': u'Point', u'coordinates': (-79.306375, 43.675173)}",30,Weekdays from 7 AM - 9 PM,720,Kingston Rd EB  ,40,2019-04-03T08:00:00,46.0,19
336,1782 Gerrard Street East,WB,,41,"{u'type': u'Point', u'coordinates': (-79.31559, 43.677527)}",5,Weekdays from 7 AM - 9 PM,859,Gerrard St E WB ,40,2019-11-28T14:00:00,46.0,19
337,15 Earl Haig Avenue,EB,,31,"{u'type': u'Point', u'coordinates': (-79.321045, 43.680949)}",20,Weekdays from 7 AM - 9 PM,864,Currie Ave EB ,30,2019-11-27T14:00:00,36.0,19
338,1696 Gerrard Street East,EB,,41,"{u'type': u'Point', u'coordinates': (-79.316512, 43.676506)}",5,Weekdays from 7 AM - 9 PM,865,Gerrard St E EB ,40,2019-11-28T12:00:00,46.0,19
339,825 Coxwell Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.325939, 43.689504)}",5,Weekdays from 7 AM - 9 PM,868,Coxwell Ave NB ,40,2019-12-02T14:00:00,46.0,19
340,880 Victoria Park Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.291177, 43.697749)}",30,Weekdays from 7 AM - 9 PM,872,Victoria Park Ave SB ,50,2019-12-09T09:00:00,56.0,19
