_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
341,88 Bowmore Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.314405, 43.676705)}",5,Weekdays from 7 AM - 9 PM,875,Bowmore Rd NB ,40,2019-12-10T14:00:00,46.0,19
342,15 Earl Haig Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.320765, 43.680999)}",20,Weekdays from 7 AM - 9 PM,991,Currie Ave WB ,30,2019-11-27T15:00:00,36.0,19
343,729 Kingston Road,EB,,41,"{u'type': u'Point', u'coordinates': (-79.294998, 43.679548)}",5,Weekdays from 7 AM - 9 PM,1931,Kingston Rd EB ,40,2020-03-02T11:00:00,46.0,19
344,50 Chapman Avenue,WB,,31,"{u'type': u'Point', u'coordinates': (-79.298442, 43.701058)}",20,Weekdays from 7 AM - 9 PM,2074,Chapman Ave WB ,30,2020-03-12T12:00:00,36.0,19
345,101 Barrington Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.300505, 43.69226)}",20,Weekdays from 7 AM - 9 PM,2100,Palmer St. NB ,30,2020-03-20T11:00:00,36.0,19
346,19 Palmer Street,SB,,31,"{u'type': u'Point', u'coordinates': (-79.300068, 43.691613)}",20,Weekdays from 7 AM - 9 PM,2103,Palmer St. SB ,30,2020-03-20T12:00:00,36.0,19
347,101 Barrington Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.300505, 43.69226)}",20,Weekdays from 7 AM - 9 PM,2108,Palmer St. SB ,30,2020-03-23T00:00:00,36.0,19
348,17 Chapman Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.301361, 43.700265)}",5,Weekdays from 7 AM - 9 PM,2114,Chapman Ave EB ,40,2020-03-12T12:00:00,46.0,19
349,94 Denton Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.280143, 43.694897)}",30,Weekdays from 7 AM - 9 PM,18,Denton Ave WB ,40,2018-01-12T11:00:00,46.0,20
350,752 Danforth Road,WB,,51,"{u'type': u'Point', u'coordinates': (-79.257321, 43.720837)}",30,Weekdays from 7 AM - 9 PM,67,Danforth Rd WB ,50,2019-03-11T07:00:00,56.0,20
351,27 Pharmacy Avenue,NB,,51,"{u'type': u'Point', u'coordinates': (-79.283773, 43.69337)}",30,Weekdays from 7 AM - 9 PM,76,Pharmacy Ave NB ,50,2018-11-21T15:00:00,56.0,20
352,93 Byng Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.280483, 43.694157)}",30,Weekdays from 7 AM - 9 PM,78,Byng Ave NB ,40,2018-01-22T08:00:00,46.0,20
353,18 Thatcher Avenue,NB,,31,"{u'type': u'Point', u'coordinates': (-79.239512, 43.715877)}",20,Weekdays from 7 AM - 9 PM,199,Brimley Rd S NB ,30,2019-04-03T09:00:00,36.0,20
354,486 Midland Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.250094, 43.715461)}",30,Weekdays from 7 AM - 9 PM,263,Midland Ave NB ,40,2019-03-11T08:00:00,46.0,20
355,23 MacDuff Crescent,EB,,41,"{u'type': u'Point', u'coordinates': (-79.241459, 43.725655)}",30,Weekdays from 7 AM - 9 PM,334,MacDuff Cres EB ,40,2019-03-11T08:00:00,46.0,20
356,43 MacDuff Crescent,WB,,41,"{u'type': u'Point', u'coordinates': (-79.239719, 43.726204)}",30,Weekdays from 7 AM - 9 PM,343,MacDuff Cres WB ,40,2019-03-11T07:00:00,46.0,20
357,459 Midland Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.249106, 43.713576)}",30,Weekdays from 7 AM - 9 PM,387,Midland Ave NB ,40,2019-03-11T08:00:00,46.0,20
358,691 Danforth Road,EB,,51,"{u'type': u'Point', u'coordinates': (-79.259044, 43.718226)}",30,Weekdays from 7 AM - 9 PM,400,Danforth Rd EB ,50,2019-03-11T08:00:00,56.0,20
359,64 Newport Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.280947, 43.696054)}",30,Weekdays from 7 AM - 9 PM,415,Newport Ave WB ,40,2018-01-22T08:00:00,46.0,20
360,48 Oakridge Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.240917, 43.728565)}",30,Weekdays from 7 AM - 9 PM,429,Oakridge Dr EB ,40,2019-03-11T07:00:00,46.0,20
361,136 Byng Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.281633, 43.696487)}",30,Weekdays from 7 AM - 9 PM,450,Byng Ave SB ,40,2018-01-12T12:00:00,46.0,20
362,30 Oakridge Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.241827, 43.727606)}",30,Weekdays from 7 AM - 9 PM,477,Oakridge Dr WB ,40,2019-03-11T07:00:00,46.0,20
363,67 Denton Avenue,EB,2020-03-15T22:00:00,41,"{u'type': u'Point', u'coordinates': (-79.282619, 43.694233)}",30,Weekdays from 7 AM - 9 PM,512,Denton Ave EB ,40,2018-01-12T11:00:00,46.0,20
364,24 Newport Avenue,EB,2020-03-16T14:00:00,41,"{u'type': u'Point', u'coordinates': (-79.283283, 43.695482)}",30,Weekdays from 7 AM - 9 PM,574,Newport Ave EB ,40,2018-01-12T10:00:00,46.0,20
365,70 Pharmacy Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.284522, 43.694707)}",30,Weekdays from 7 AM - 9 PM,621,Pharmacy Ave SB ,50,2018-11-21T15:00:00,56.0,20
366,72 Larwood Boulevard,WB,,51,"{u'type': u'Point', u'coordinates': (-79.238002, 43.715558)}",30,Weekdays from 7 AM - 9 PM,650,Berkdene Hills WB ,50,2019-04-03T09:00:00,56.0,20
367,74 Chine Drive ,,2017-03-01T12:00:00,41,"{u'type': u'Point', u'coordinates': (-79.2434437724, 43.7101705167)}",30,Weekdays from 7 AM - 9 PM,698,Chine ,40,2016-01-01T11:00:00,46.0,20
368,781 Victoria Park Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.290029, 43.695748)}",5,Weekdays from 7 AM - 9 PM,862,Victoria Park Ave NB ,40,2019-12-05T12:00:00,46.0,20
369,30 East Haven Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.251184, 43.704853)}",5,Weekdays from 7 AM - 9 PM,2079,East Haven Dr NB ,40,2020-03-16T12:00:00,46.0,20
370,34 East Haven Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.251007, 43.70518)}",5,Weekdays from 7 AM - 9 PM,2080,East Haven Dr SB ,40,2020-03-16T13:00:00,46.0,20
371,18 Thatcher Avenue,SB,,31,"{u'type': u'Point', u'coordinates': (-79.239512, 43.715877)}",20,Weekdays from 7 AM - 9 PM,2089,Brimley Rd S SB ,30,2020-03-18T00:00:00,36.0,20
372,294 Blantyre Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.283466, 43.686021)}",5,Weekdays from 7 AM - 9 PM,2092,Blantyre Ave SB ,40,2020-03-18T09:00:00,46.0,20
373,287 Blantyre Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.282727, 43.684649)}",5,Weekdays from 7 AM - 9 PM,2094,Blantyre Ave NB ,40,2020-03-18T10:00:00,46.0,20
374,20 Haileybury Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.258583, 43.745195)}",30,Weekdays from 7 AM - 9 PM,108,Haileybury Dr SB ,40,2018-11-21T15:00:00,46.0,21
375,25 Seminole Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.250287, 43.745433)}",30,Weekdays from 7 AM - 9 PM,278,Seminole Ave EB ,40,2019-03-07T08:00:00,46.0,21
376,45 Wainfleet Road,WB,,51,"{u'type': u'Point', u'coordinates': (-79.263302, 43.739535)}",30,Weekdays from 7 AM - 9 PM,420,Wainfleet Rd WB ,50,2019-04-16T09:00:00,56.0,21
377,34 Deerfield Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.256511, 43.744613)}",30,Weekdays from 7 AM - 9 PM,483,Deerfield Rd WB ,40,2018-11-21T15:00:00,46.0,21
378,22 Marcos Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.261488, 43.746521)}",30,Weekdays from 7 AM - 9 PM,498,Marcos Blvd EB ,40,2018-11-21T15:00:00,46.0,21
379,47 Brimorton Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.255451, 43.765978)}",30,Weekdays from 7 AM - 9 PM,592,Brimorton Dr EB ,40,2019-03-20T07:00:00,46.0,21
380,70 Brimorton Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.253607, 43.766046)}",30,Weekdays from 7 AM - 9 PM,651,Brimorton Dr WB ,40,2019-03-20T07:00:00,46.0,21
381,46 Seminole Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.248059, 43.746458)}",30,Weekdays from 7 AM - 9 PM,688,Seminole Ave WB ,40,2019-03-20T07:00:00,46.0,21
382,138 Canongate Trail,NB,,31,"{u'type': u'Point', u'coordinates': (-79.30706, 43.819027)}",20,Weekdays from 7 AM - 9 PM,3,Canongate Trl NB ,30,2018-10-18T08:00:00,36.0,22
383,35 Sheldonbury Crescent,NB,,51,"{u'type': u'Point', u'coordinates': (-79.317993, 43.787959)}",30,Weekdays from 7 AM - 9 PM,10,Sheldonbury Cres NB ,50,2019-04-03T08:00:00,56.0,22
384,193 Silver Springs Boulevard,SB,,41,"{u'type': u'Point', u'coordinates': (-79.300949, 43.803387)}",30,Weekdays from 7 AM - 9 PM,32,Silver Spring Blvd SB ,40,2019-03-11T07:00:00,46.0,22
385,281 Silver Springs Boulevard,NB,,41,"{u'type': u'Point', u'coordinates': (-79.303311, 43.806289)}",30,Weekdays from 7 AM - 9 PM,42,Silver Spring Blvd NB ,40,2019-03-11T07:00:00,46.0,22
386,19 Lockie Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.282093, 43.788382)}",30,Weekdays from 7 AM - 9 PM,47,Lockie Ave EB ,40,2019-03-11T07:00:00,46.0,22
387,43 Collingsbrook Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.319936, 43.788924)}",30,Weekdays from 7 AM - 9 PM,105,Collingsbrook BLVD WB ,40,2019-04-03T08:00:00,46.0,22
388,121 Canongate Trail,SB,,31,"{u'type': u'Point', u'coordinates': (-79.307786, 43.820196)}",20,Weekdays from 7 AM - 9 PM,170,Canongate Trl SB ,30,2018-10-18T08:00:00,36.0,22
389,9 Brantford Drive,SB,,61,"{u'type': u'Point', u'coordinates': (-79.323969, 43.790157)}",30,Weekdays from 7 AM - 9 PM,208,Corinthian Blvd SB ,60,2019-03-20T07:00:00,66.0,22
390,6 Leafield Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.324421, 43.780687)}",30,Weekdays from 7 AM - 9 PM,276,Huntingwood Ave WB ,40,2018-11-21T15:00:00,46.0,22
391,2 Rosscowan Gate,NB,,51,"{u'type': u'Point', u'coordinates': (-79.321771, 43.785658)}",30,Weekdays from 7 AM - 9 PM,314,Corinthian Blvd NB ,50,2019-03-07T08:00:00,56.0,22
392,82 Fundy Bay Boulevard,WB,,31,"{u'type': u'Point', u'coordinates': (-79.315901, 43.809105)}",20,Weekdays from 7 AM - 9 PM,318,Fundy Bay Blvd WB ,30,2019-03-20T06:00:00,36.0,22
393,50 Collingsbrook Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.3181, 43.788587)}",30,Weekdays from 7 AM - 9 PM,414,Collingsbrook Blvd EB ,40,2019-04-03T08:00:00,46.0,22
394,2751 Victoria Park Avenue,NB,,51,"{u'type': u'Point', u'coordinates': (-79.324874, 43.77947)}",30,Weekdays from 7 AM - 9 PM,476,Victorial Park Ave NB ,50,2018-11-21T15:00:00,56.0,22
395,143 Fundy Bay Boulevard,EB,,31,"{u'type': u'Point', u'coordinates': (-79.318288, 43.808725)}",20,Weekdays from 7 AM - 9 PM,622,Fundy Bay Blvd EB ,30,2019-01-04T12:00:00,36.0,22
396,67 Kilkenny Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.319153, 43.788041)}",30,Weekdays from 7 AM - 9 PM,631,Kilkenny Dr NB ,40,2019-04-03T08:00:00,46.0,22
397,2644 Midland Avenue,NB,,51,"{u'type': u'Point', u'coordinates': (-79.280479, 43.789737)}",30,Weekdays from 7 AM - 9 PM,637,Midland Ave NB ,50,2019-03-11T07:00:00,56.0,22
398,125 Huntsmill Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.326242, 43.806942)}",5,Weekdays from 7 AM - 9 PM,746,Huntsmill Blvd WB ,40,2019-09-24T09:00:00,46.0,22
399,54 Dempster Street,WB,,41,"{u'type': u'Point', u'coordinates': (-79.291108, 43.78027)}",5,Weekdays from 7 AM - 9 PM,755,Dempster St WB ,40,2019-10-01T12:00:00,46.0,22
400,123 Allanford Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.293367, 43.777981)}",5,Weekdays from 7 AM - 9 PM,762,Allanford Rd NB ,40,2019-11-15T13:00:00,46.0,22
401,2419 Birchmount Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.299965, 43.785242)}",30,Weekdays from 7 AM - 9 PM,763,Birchmount Rd NB ,50,2019-10-30T10:00:00,56.0,22
402,170 Huntsmill Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.330168, 43.806619)}",5,Weekdays from 7 AM - 9 PM,769,Huntsmill Blvd EB ,40,2019-09-24T09:00:00,46.0,22
403,48 Dunmurray Boulevard,SB,,41,"{u'type': u'Point', u'coordinates': (-79.304015, 43.786782)}",5,Weekdays from 7 AM - 9 PM,821,Dunmurray Blvd SB ,40,2019-10-30T12:00:00,46.0,22
404,2514 Birchmount Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.30099, 43.787091)}",30,Weekdays from 7 AM - 9 PM,830,Birchmount Rd SB ,50,2019-10-30T11:00:00,56.0,22
405,2 Rosscowan Gate,NB,,51,"{u'type': u'Point', u'coordinates': (-79.321771, 43.785658)}",30,Weekdays from 7 AM - 9 PM,1960,Pharmacy Ave NB ,50,2020-03-10T00:00:00,56.0,22
406,9 Brantford Drive,SB,,61,"{u'type': u'Point', u'coordinates': (-79.323969, 43.790157)}",30,Weekdays from 7 AM - 9 PM,2086,Pharmacy Ave SB ,60,2020-03-18T00:00:00,66.0,22
407,51 Snowball Crescent,NB,,51,"{u'type': u'Point', u'coordinates': (-79.228039, 43.799246)}",30,Weekdays from 7 AM - 9 PM,97,Washburn Way NB ,50,2019-03-11T08:00:00,56.0,23
408,196 Burrows Hall Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.22841, 43.79408)}",30,Weekdays from 7 AM - 9 PM,385,Burrows Hall Blvd WB ,40,2018-10-18T14:00:00,46.0,23
409,1 Tapscott Road,EB,2020-02-04T12:00:00,51,"{u'type': u'Point', u'coordinates': (-79.225218, 43.804478)}",30,Weekdays from 7 AM - 9 PM,418,Tapscott Rd EB ,50,2018-10-25T09:00:00,56.0,23
410,51 Tapscott Road,WB,,51,"{u'type': u'Point', u'coordinates': (-79.223043, 43.804846)}",30,Weekdays from 7 AM - 9 PM,430,Tapscott Rd WB ,50,2019-01-03T10:00:00,56.0,23
411,2621 Midland Avenue,SB,,51,"{u'type': u'Point', u'coordinates': (-79.279399, 43.787724)}",30,Weekdays from 7 AM - 9 PM,497,Midland Ave SB ,50,2019-03-11T07:00:00,56.0,23
412,151 Burrows Hall Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.229697, 43.792333)}",30,Weekdays from 7 AM - 9 PM,519,Burrows Hall Blvd EB ,40,2019-03-20T10:00:00,46.0,23
413,18 Washburn Way,SB,,51,"{u'type': u'Point', u'coordinates': (-79.227773, 43.797108)}",30,Weekdays from 7 AM - 9 PM,692,Washburn Way SB ,50,2019-03-11T08:00:00,56.0,23
414,2 Berner Trail,NB,,51,"{u'type': u'Point', u'coordinates': (-79.225726, 43.80129)}",30,Weekdays from 7 AM - 9 PM,712,Washburn Way NB ,50,2018-10-25T09:00:00,56.0,23
415,120 Chartland Boulevard South,EB,,51,"{u'type': u'Point', u'coordinates': (-79.2768, 43.801025)}",30,Weekdays from 7 AM - 9 PM,735,Chartland Blvd S EB ,50,2019-10-25T13:00:00,56.0,23
416,84 Chartland Boulevard South,NB,,41,"{u'type': u'Point', u'coordinates': (-79.280129, 43.800146)}",5,Weekdays from 7 AM - 9 PM,759,Chartland Blvd S NB ,40,2019-10-25T13:00:00,46.0,23
417,1166 Huntingwood Drive,EB,,51,"{u'type': u'Point', u'coordinates': (-79.279683, 43.797779)}",30,Weekdays from 7 AM - 9 PM,772,Huntingwood Dr EB ,50,2019-10-25T13:00:00,56.0,23
418,1226 Huntingwood Drive,WB,,51,"{u'type': u'Point', u'coordinates': (-79.2747, 43.798261)}",30,Weekdays from 7 AM - 9 PM,811,Huntingwood Blvd WB ,50,2019-10-25T12:00:00,56.0,23
419,120 Berner Trail,SB,,41,"{u'type': u'Point', u'coordinates': (-79.220494, 43.801502)}",5,Weekdays from 7 AM - 9 PM,2106,Berner Trail SB ,40,2020-03-23T09:00:00,46.0,23
420,97 Berner Trail,NB,,41,"{u'type': u'Point', u'coordinates': (-79.2203, 43.800609)}",5,Weekdays from 7 AM - 9 PM,2107,Berner Trail NB ,40,2020-03-23T09:00:00,46.0,23
421,143 Port Royal Trail,WB,,41,"{u'type': u'Point', u'coordinates': (-79.289201, 43.815876)}",5,Weekdays from 7 AM - 9 PM,2113,Port Royal Trl WB ,40,2020-03-24T11:00:00,46.0,23
422,26 Port Royal Trail,SB,,41,"{u'type': u'Point', u'coordinates': (-79.286901, 43.820809)}",5,Weekdays from 7 AM - 9 PM,2116,Port Royal Trl SB ,40,2020-03-24T09:00:00,46.0,23
423,156 Orton Park Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.20913, 43.772057)}",30,Weekdays from 7 AM - 9 PM,95,Orton Park Rd SB ,50,2019-04-15T06:00:00,56.0,24
424,103 Orton Park Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.207913, 43.769787)}",30,Weekdays from 7 AM - 9 PM,126,Orton Park Rd NB ,50,2019-04-15T06:00:00,56.0,24
425,762 Scarborough Golf Club Road,SB,,51,"{u'type': u'Point', u'coordinates': (-79.216878, 43.765052)}",30,Weekdays from 7 AM - 9 PM,148,Scarborough Golf Club Rd SB ,50,2018-10-18T14:00:00,56.0,24
426,40 Windover Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.209612, 43.761801)}",30,Weekdays from 7 AM - 9 PM,206,Windover Dr WB ,40,2018-02-05T15:00:00,46.0,24
427,21 Janray Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.220033, 43.76258)}",30,Weekdays from 7 AM - 9 PM,330,Janray Dr EB ,40,2018-10-25T10:00:00,46.0,24
428,733 Scarborough Golf Club Road,NB,,51,"{u'type': u'Point', u'coordinates': (-79.21581, 43.762922)}",30,Weekdays from 7 AM - 9 PM,348,Scarborough Golf Club Rd NB ,50,2018-10-18T14:00:00,56.0,24
429,10 Waldock Street,WB,,41,"{u'type': u'Point', u'coordinates': (-79.191856, 43.758532)}",30,Weekdays from 7 AM - 9 PM,412,Church Ave WB ,40,2018-10-24T07:00:00,46.0,24
430,768 Brimorton Drive,NB,,41,"{u'type': u'Point', u'coordinates': (-79.222123, 43.772998)}",30,Weekdays from 7 AM - 9 PM,456,Brimorton Dr NB ,40,2019-03-20T05:00:00,46.0,24
431,980 Bellamy Road North,SB,,51,"{u'type': u'Point', u'coordinates': (-79.239978, 43.769256)}",30,Weekdays from 7 AM - 9 PM,470,Bellamy Rd SB ,50,2019-03-06T14:00:00,56.0,24
432,401 Brimorton Drive,NB,,51,"{u'type': u'Point', u'coordinates': (-79.238854, 43.767072)}",30,Weekdays from 7 AM - 9 PM,491,Bellamy Rd NB ,50,2019-03-06T14:00:00,56.0,24
433,61 Holmfirth Terrace,WB,,41,"{u'type': u'Point', u'coordinates': (-79.217236, 43.760199)}",30,Weekdays from 7 AM - 9 PM,495,Holmfirth Ter WB ,40,2018-01-23T11:00:00,46.0,24
434, Holmfirth Terrace,EB,,41,"{u'type': u'Point', u'coordinates': (-79.220006, 43.759579)}",30,Weekdays from 7 AM - 9 PM,568,Holmfirth Ter EB ,40,2017-07-11T10:00:00,46.0,24
435,98 Dolly Varden Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.233008, 43.772582)}",30,Weekdays from 7 AM - 9 PM,704,Brimorton Dr WB ,40,2019-03-07T08:00:00,46.0,24
436,76 Slan Avenue,EB,,41,"{u'type': u'Point', u'coordinates': (-79.215007, 43.774714)}",5,Weekdays from 7 AM - 9 PM,881,Slane Ave EB ,40,2019-12-16T12:00:00,46.0,24
437,110 Slan Avenue,WB,,41,"{u'type': u'Point', u'coordinates': (-79.21264, 43.775947)}",5,Weekdays from 7 AM - 9 PM,883,Slane Ave WB ,40,2019-12-16T13:00:00,46.0,24
438,76 Shoredale Drive,SB,,41,"{u'type': u'Point', u'coordinates': (-79.211793, 43.761443)}",30,Weekdays from 7 AM - 9 PM,998,Shoredale Dr SB ,40,2018-01-23T10:00:00,46.0,24
439,95 Sudbury Hall Drive,EB,,41,"{u'type': u'Point', u'coordinates': (-79.173426, 43.801802)}",30,Weekdays from 7 AM - 9 PM,80,Dean Park Rd EB ,40,2019-01-03T14:00:00,46.0,25
440,134 Hupfield Trail,SB,,41,"{u'type': u'Point', u'coordinates': (-79.219263, 43.814463)}",5,Weekdays from 7 AM - 9 PM,487,Hupfield Trl SB ,40,2019-07-24T08:00:00,46.0,25
441,573 Morrish Road,NB,,41,"{u'type': u'Point', u'coordinates': (-79.174407, 43.792953)}",30,Weekdays from 7 AM - 9 PM,496,Morrish Rd NB ,40,2019-01-03T14:00:00,46.0,25
442,45 Canmore Boulevard,EB,,41,"{u'type': u'Point', u'coordinates': (-79.181071, 43.7933)}",5,Weekdays from 7 AM - 9 PM,544,Canmore Blvd EB ,40,2017-05-26T12:00:00,46.0,25
443,53 Dean Park Road,WB,,41,"{u'type': u'Point', u'coordinates': (-79.171212, 43.803227)}",30,Weekdays from 7 AM - 9 PM,623,Dean Park Rd WB ,40,2019-01-03T14:00:00,46.0,25
444,694 Morrish Road,SB,,41,"{u'type': u'Point', u'coordinates': (-79.175365, 43.79471)}",30,Weekdays from 7 AM - 9 PM,729,Morrish Rd SB ,40,2019-01-03T14:00:00,46.0,25
445,60 John Tabor Trail,WB,,41,"{u'type': u'Point', u'coordinates': (-79.208871, 43.806609)}",5,Weekdays from 7 AM - 9 PM,780,John Tabor Trl WB ,40,2019-11-04T13:00:00,46.0,25
446,3 John Tabor Trail,WB,,41,"{u'type': u'Point', u'coordinates': (-79.2106, 43.805279)}",5,Weekdays from 7 AM - 9 PM,791,Brenyon Way WB ,40,2019-10-30T14:00:00,46.0,25
447,127 Wickson Trail,NB,,41,"{u'type': u'Point', u'coordinates': (-79.211247, 43.802922)}",5,Weekdays from 7 AM - 9 PM,812,Wickson Trail NB ,40,2019-11-15T11:00:00,46.0,25
448,88 Canmore Boulevard,WB,,41,"{u'type': u'Point', u'coordinates': (-79.177901, 43.793952)}",5,Weekdays from 7 AM - 9 PM,836,Canmore Blvd WB ,40,2017-05-26T12:00:00,46.0,25
449,250 Brenyon Way,EB,,31,"{u'type': u'Point', u'coordinates': (-79.213186, 43.806065)}",20,Weekdays from 7 AM - 9 PM,844,Brenyon Way EB ,30,2019-10-30T14:00:00,36.0,25
450, Morningside Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.191856, 43.782093)}",30,Weekdays from 7 AM - 9 PM,1961,Morningside Ave NB ,40,2020-03-10T00:00:00,46.0,25
451,156 Varsity Road,EB,,31,"{u'type': u'Point', u'coordinates': (-79.50101, 43.662984)}",20,Weekdays from 7 AM - 9 PM,2120,Varsity Rd EB ,30,2020-03-27T14:00:00,36.0,4
452,302 Grandravine Drive,WB,,41,"{u'type': u'Point', u'coordinates': (-79.511315, 43.74868)}",5,Weekdays from 7 AM - 9 PM,2118,Grandravine Ave WB ,40,2020-03-27T00:00:00,46.0,7
453,90 Alexander Street,EB,,31,"{u'type': u'Point', u'coordinates': (-79.379519, 43.663912)}",20,Weekdays from 7 AM - 9 PM,2124,Alexander St EB ,30,2020-03-30T11:00:00,36.0,13
454,129 Carlaw Avenue,NB,,41,"{u'type': u'Point', u'coordinates': (-79.339288, 43.659326)}",5,Weekdays from 7 AM - 9 PM,2132,Carlaw Ave NB ,40,2020-03-31T13:00:00,46.0,14
455,473 Jones Avenue,SB,,41,"{u'type': u'Point', u'coordinates': (-79.338539, 43.676234)}",5,Weekdays from 7 AM - 9 PM,2133,Byng Ave SB ,40,2020-04-02T14:00:00,46.0,14
